GS,10-K,d480167d10k.htm,s1,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Filed Pursuant to Rule 424 b 2 Registration Statement No
GS,10-K,d480167d10k.htm,s1,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Filed Pursuant to Rule 424 b 2 Registration Statement No
GS,10-K,d480167d10k.htm,s2,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,333-219206 The information in this preliminary pricing supplement is not complete and may be changed
GS,10-K,d480167d10k.htm,s3,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,This preliminary pricing supplement is not an offer to sell nor does it seek an offer to buy these securities in any jurisdiction where the offer or sale is not permitted
GS,10-K,d480167d10k.htm,s4,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Subject to Completion
GS,10-K,d480167d10k.htm,s5,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Dated March 21 2019
GS,10-K,d480167d10k.htm,s6,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,GS Finance Corp. Leveraged Buffered S P 500® Index-Linked Notes due guaranteed by The Goldman Sachs Group Inc. GS Finance Corp. Leveraged Buffered S P 500® Index-Linked Notes dueguaranteed byThe Goldman Sachs Group Inc.The notes do not bear interest
GS,10-K,d480167d10k.htm,s7,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,The amount that you will be paid on your notes on the stated maturity date expected to be April 21 2021 is based on the performance of the S P 500® Index as measured from the trade date expected to be April 16 2019 to and including the determination date expected to be April 16 2021
GS,10-K,d480167d10k.htm,s8,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,If the final index level on the determination date is greater than the initial index level set on the trade date the return on your notes will be positive and will equal 2 times the index return subject to the maximum settlement amount expected to be between 1195 and 1225 for each 1000 face amount of your notes
GS,10-K,d480167d10k.htm,s9,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,If the final index level declines by up to 10 from the initial index level you will receive the face amount of your notes
GS,10-K,d480167d10k.htm,s10,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,If the final index level declines by more than 10 from the initial index level the return on your notes will be negative and will equal the index return plus 10
GS,10-K,d480167d10k.htm,s11,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,You could lose a significant portion of the face amount of your notes.To determine your payment at maturity we will calculate the index return which is the percentage increase or decrease in the final index level from the initial index level
GS,10-K,d480167d10k.htm,s12,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,At maturity for each 1000 face amount of your notes you will receive an amount in cash equal to ● if the index return is positive the final index level is greater than the initial index level the sum of i 1000 plus ii the product of a 1000 times b 2 times c the index return subject to the maximum settlement amount ●if the index return is positive the final index level is greater than the initial index level the sum of i 1000 plus ii the product of a 1000 times b 2 times c the index return subject to the maximum settlement amount ● if the index return is zero or negative but not below -10 the final index level is equal to the initial index level or is less than the initial index level but not by more than 10 1000 or ●if the index return is zero or negative but not below -10 the final index level is equal to the initial index level or is less than the initial index level but not by more than 10 1000 or ● if the index return is negative and is below -10 the final index level is less than the initial index level by more than 10 the sum of i 1000 plus ii the product of a the sum of the index return plus 10 times b 1000
GS,10-K,d480167d10k.htm,s13,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,You will receive less than the face amount of your notes.●if the index return is negative and is below -10 the final index level is less than the initial index level by more than 10 the sum of i 1000 plus ii the product of a the sum of the index return plus 10 times b 1000
GS,10-K,d480167d10k.htm,s14,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,You will receive less than the face amount of your notes.You should read the disclosure herein to better understand the terms and risks of your investment including the credit risk of GS Finance Corp. and The Goldman Sachs Group Inc. See page PS-12.The estimated value of your notes at the time the terms of your notes are set on the trade date is expected to be between 950 and 990 per 1000 face amount
GS,10-K,d480167d10k.htm,s15,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,For a discussion of the estimated value and the price at which Goldman Sachs Co. LLC would initially buy or sell your notes if it makes a market in the notes see the following page
GS,10-K,d480167d10k.htm,s16,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Original issue date expected to be April 19 2019 Original issue price 100 of the face amount* Underwriting discount of the face amount* Net proceeds to the issuer of the face amount Original issue date expected to be April 19 2019 Original issue price:100 of the face amount*Underwriting discount of the face amount*Net proceeds to the issuer of the face amount*The original issue price will be for certain investors see “ Supplemental Plan of Distribution Conflicts of Interest ” on page PS-19.Neither the Securities and Exchange Commission nor any other regulatory body has approved or disapproved of these securities or passed upon the accuracy or adequacy of this prospectus
GS,10-K,d480167d10k.htm,s17,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Any representation to the contrary is a criminal offense
GS,10-K,d480167d10k.htm,s18,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,The notes are not bank deposits and are not insured by the Federal Deposit Insurance Corporation or any other governmental agency nor are they obligations of or guaranteed by a bank.Goldman Sachs Co. LLCPricing Supplement No
GS,10-K,d480167d10k.htm,s19,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,dated 2019
GS,10-K,d480167d10k.htm,s20,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,The issue price underwriting discount and net proceeds listed above relate to the notes we sell initially
GS,10-K,d480167d10k.htm,s21,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,We may decide to sell additional notes after the date of this pricing supplement at issue prices and with underwriting discounts and net proceeds that differ from the amounts set forth above
GS,10-K,d480167d10k.htm,s22,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,The return whether positive or negative on your investment in notes will depend in part on the issue price you pay for such notes.GS Finance Corp. may use this prospectus in the initial sale of the notes
GS,10-K,d480167d10k.htm,s23,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,In addition Goldman Sachs Co. LLC or any other affiliate of GS Finance Corp. may use this prospectus in a market-making transaction in a note after its initial sale
GS,10-K,d480167d10k.htm,s24,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Unless GS Finance Corp. or its agent informs the purchaser otherwise in the confirmation of sale this prospectus is being used in a market-making transaction
GS,10-K,d480167d10k.htm,s25,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Estimated Value of Your Notes The estimated value of your notes at the time the terms of your notes are set on the trade date as determined by reference to pricing models used by Goldman Sachs Co. LLC GS Co
GS,10-K,d480167d10k.htm,s26,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,and taking into account our credit spreads is expected to be between 950 and 990 per 1000 face amount which is less than the original issue price
GS,10-K,d480167d10k.htm,s27,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,The value of your notes at any time will reflect many factors and can not be predicted however the price not including GS Co. ’ s customary bid and ask spreads at which GS Co
GS,10-K,d480167d10k.htm,s28,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,would initially buy or sell notes if it makes a market which it is not obligated to do and the value that GS Co
GS,10-K,d480167d10k.htm,s29,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,will initially use for account statements and otherwise is equal to approximately the estimated value of your notes at the time of pricing plus an additional amount initially equal to per 1000 face amount
GS,10-K,d480167d10k.htm,s30,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Prior to the price not including GS Co. ’ s customary bid and ask spreads at which GS Co
GS,10-K,d480167d10k.htm,s31,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,would buy or sell your notes if it makes a market which it is not obligated to do will equal approximately the sum of a the then-current estimated value of your notes as determined by reference to GS Co. ’ s pricing models plus b any remaining additional amount the additional amount will decline to zero on a straight-line basis from the time of pricing through
GS,10-K,d480167d10k.htm,s32,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,On and after the price not including GS Co. ’ s customary bid and ask spreads at which GS Co
GS,10-K,d480167d10k.htm,s33,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,would buy or sell your notes if it makes a market will equal approximately the then-current estimated value of your notes determined by reference to such pricing models
GS,10-K,d480167d10k.htm,s34,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,Estimated Value of Your NotesThe estimated value of your notes at the time the terms of your notes are set on the trade date as determined by reference to pricing models used by Goldman Sachs Co. LLC GS Co
GS,10-K,d480167d10k.htm,s35,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,and taking into account our credit spreads is expected to be between 950 and 990 per 1000 face amount which is less than the original issue price
GS,10-K,d480167d10k.htm,s36,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,The value of your notes at any time will reflect many factors and can not be predicted however the price not including GS Co. ’ s customary bid and ask spreads at which GS Co
GS,10-K,d480167d10k.htm,s37,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,would initially buy or sell notes if it makes a market which it is not obligated to do and the value that GS Co
GS,10-K,d480167d10k.htm,s38,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,will initially use for account statements and otherwise is equal to approximately the estimated value of your notes at the time of pricing plus an additional amount initially equal to per 1000 face amount .Prior to the price not including GS Co. ’ s customary bid and ask spreads at which GS Co
GS,10-K,d480167d10k.htm,s39,https://www.sec.gov/Archives/edgar/data/886982/000156459019008879/gs-424b2.htm,would buy or sell your notes if it makes a market which it is not obligated to do will equal approximately the sum of a the then-current estimated value of your notes as determined by reference to GS Co. ’ s pricing models plus b any remaining additional amount the additional amount will decline to zero on a straight-line basis from the time of pricing through
